day;sensor;time_[s];speed_[km/h];occupancy_[%];PL/h;VL/h;speed_per_lane;occupancy_per_lane;flow_per_lane_[veh/h]
2018-09-07;Poste 13 Sens 1*;77039;;;3.00;276.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;77399;;;3.00;247.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;77759;;;3.00;241.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;78119;;;3.00;233.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;78479;;;3.00;218.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;78839;;;3.00;216.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;79199;;;3.00;211.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;79559;;;1.00;175.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;79919;;;1.00;163.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;80279;;;1.00;188.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;80639;;;1.00;185.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;80999;;;1.00;158.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;81359;;;1.00;159.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;81719;;;1.00;158.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;82079;;;1.00;132.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;82439;;;1.00;120.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;82799;;;1.00;152.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;83159;;;1.00;166.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;83519;;;1.00;199.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;83879;;;1.00;169.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;84239;;;1.00;153.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;84599;;;1.00;153.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;84959;;;1.00;149.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;85319;;;1.00;127.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;85679;;;1.00;142.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;86039;;;1.00;149.00;[];[];[]
2018-09-07;Poste 13 Sens 1*;86399;;;1.00;151.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;359;;;0.00;114.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;719;;;0.00;102.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;1079;;;0.00;98.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;1439;;;0.00;86.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;1799;;;0.00;91.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;2159;;;0.00;98.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;2519;;;0.00;98.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;2879;;;0.00;98.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;3239;;;0.00;81.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;3599;;;0.00;98.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;3959;;;0.00;70.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;4319;;;0.00;69.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;4679;;;0.00;82.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;5039;;;0.00;63.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;5399;;;0.00;67.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;5759;;;0.00;63.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;6119;;;0.00;63.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;6479;;;0.00;64.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;6839;;;0.00;55.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;7199;;;0.00;74.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;7559;;;0.00;45.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;7919;;;0.00;58.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;8279;;;0.00;47.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;8639;;;0.00;46.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;8999;;;0.00;53.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;9359;;;0.00;30.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;9719;;;0.00;55.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;10079;;;0.00;52.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;10439;;;0.00;56.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;10799;;;0.00;35.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;11159;;;0.00;7.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;11519;;;0.00;27.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;11879;;;0.00;32.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;12239;;;0.00;26.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;12599;;;0.00;28.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;12959;;;0.00;26.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;13319;;;0.00;28.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;13679;;;0.00;48.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;14039;;;0.00;25.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;14399;;;0.00;28.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;14759;;;1.00;27.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;15119;;;1.00;32.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;15479;;;0.00;4.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;15839;;;1.00;27.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;16199;;;1.00;55.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;16559;;;1.00;21.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;16919;;;1.00;48.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;17279;;;1.00;51.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;17639;;;2.00;104.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;17999;;;2.00;98.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;18359;;;5.00;138.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;18719;;;4.00;110.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;19079;;;5.00;125.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;19439;;;5.00;147.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;19799;;;5.00;140.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;20159;;;6.00;170.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;20519;;;7.00;191.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;20879;;;6.00;168.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;21239;;;7.00;188.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;21599;;;9.00;239.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;21959;;;7.00;212.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;22319;;;9.00;286.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;22679;;;9.00;270.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;23039;;;8.00;252.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;23399;;;10.00;310.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;23759;;;10.00;303.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;24119;;;11.00;343.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;24479;;;14.00;418.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;24839;;;11.00;331.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;25199;;;11.00;346.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;25559;;;5.00;380.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;25919;;;5.00;364.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;26279;;;5.00;374.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;26639;;;6.00;446.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;26999;;;6.00;416.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;27359;;;6.00;465.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;27719;;;7.00;508.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;28079;;;7.00;540.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;28439;;;8.00;571.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;28799;;;7.00;533.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;29159;;;10.00;524.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;29519;;;11.00;578.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;29879;;;11.00;584.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;30239;;;11.00;578.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;30599;;;11.00;584.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;30959;;;11.00;584.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;31319;;;11.00;601.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;31679;;;12.00;632.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;32039;;;12.00;657.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;32399;;;11.00;605.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;32759;;;7.00;761.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;33119;;;7.00;742.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;33479;;;7.00;733.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;33839;;;7.00;769.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;34199;;;7.00;776.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;34559;;;7.00;779.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;34919;;;7.00;804.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;35279;;;7.00;742.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;35639;;;7.00;773.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;35999;;;7.00;825.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;36359;;;14.00;823.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;36719;;;15.00;890.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;37079;;;16.00;928.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;37439;;;15.00;880.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;37799;;;15.00;897.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;38159;;;15.00;892.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;38519;;;15.00;901.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;38879;;;15.00;894.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;39239;;;15.00;890.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;39599;;;15.00;886.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;39959;;;8.00;905.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;40319;;;8.00;883.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;40679;;;8.00;882.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;41039;;;8.00;885.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;41399;;;8.00;881.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;41759;;;8.00;897.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;42119;;;8.00;866.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;42479;;;8.00;837.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;42839;;;8.00;862.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;43199;;;8.00;843.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;43559;;;10.00;943.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;43919;;;11.00;1008.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;44279;;;9.00;867.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;44639;;;9.00;847.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;44999;;;9.00;867.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;45359;;;9.00;853.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;45719;;;9.00;875.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;46079;;;9.00;855.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;46439;;;8.00;737.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;46799;;;8.00;792.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;47159;;;4.00;790.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;47519;;;4.00;750.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;47879;;;4.00;717.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;48239;;;4.00;755.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;48599;;;4.00;783.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;48959;;;4.00;778.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;49319;;;4.00;825.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;49679;;;4.00;825.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;50039;;;4.00;797.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;50399;;;4.00;839.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;50759;;;1.00;716.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;51119;;;1.00;741.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;51479;;;1.00;759.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;51839;;;1.00;770.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;52199;;;1.00;764.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;52559;;;1.00;787.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;52919;;;1.00;738.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;53279;;;1.00;758.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;53639;;;1.00;763.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;53999;;;1.00;672.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;54359;;;4.00;829.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;54719;;;4.00;839.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;55079;;;4.00;908.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;55439;;;4.00;833.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;55799;;;4.00;823.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;56159;;;4.00;845.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;56519;;;4.00;859.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;56879;;;4.00;918.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;57239;;;4.00;856.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;57599;;;4.00;853.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;57959;;;2.00;775.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;58319;;;2.00;813.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;58679;;;2.00;848.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;59039;;;2.00;815.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;59399;;;2.00;822.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;59759;;;2.00;770.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;60119;;;2.00;801.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;60479;;;2.00;794.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;60839;;;2.00;778.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;61199;;;2.00;804.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;61559;;;7.00;794.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;61919;;;7.00;848.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;62279;;;7.00;843.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;62639;;;7.00;829.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;62999;;;7.00;824.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;63359;;;7.00;823.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;63719;;;7.00;834.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;64079;;;7.00;860.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;64439;;;7.00;831.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;64799;;;7.00;807.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;65159;;;13.00;870.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;65519;;;15.00;989.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;65879;;;14.00;933.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;66239;;;13.00;886.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;66599;;;14.00;930.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;66959;;;12.00;788.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;67319;;;13.00;843.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;67679;;;13.00;870.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;68039;;;12.00;817.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;68399;;;13.00;846.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;68759;;;10.00;897.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;69119;;;9.00;826.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;69479;;;10.00;899.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;69839;;;8.00;752.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;70199;;;8.00;731.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;70559;;;8.00;721.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;70919;;;7.00;692.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;71279;;;8.00;726.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;71639;;;8.00;705.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;71999;;;7.00;638.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;72359;;;2.00;566.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;72719;;;2.00;560.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;73079;;;2.00;521.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;73439;;;2.00;488.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;73799;;;2.00;466.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;74159;;;2.00;484.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;74519;;;2.00;442.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;74879;;;2.00;458.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;75239;;;2.00;474.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;75599;;;2.00;471.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;75959;;;2.00;332.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;76319;;;2.00;345.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;76679;;;2.00;335.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;77039;;;2.00;323.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;77399;;;2.00;354.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;77759;;;2.00;317.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;78119;;;2.00;320.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;78479;;;2.00;276.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;78839;;;2.00;272.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;79199;;;2.00;280.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;79559;;;3.00;254.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;79919;;;4.00;294.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;80279;;;3.00;245.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;80639;;;3.00;232.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;80999;;;3.00;248.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;81359;;;3.00;259.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;81719;;;3.00;252.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;82079;;;3.00;250.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;82439;;;3.00;249.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;82799;;;3.00;229.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;83159;;;2.00;212.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;83519;;;2.00;195.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;83879;;;2.00;180.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;84239;;;2.00;195.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;84599;;;2.00;197.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;84959;;;2.00;186.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;85319;;;2.00;193.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;85679;;;2.00;182.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;86039;;;2.00;185.00;[];[];[]
2018-09-08;Poste 13 Sens 1*;86399;;;2.00;178.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;359;;;0.00;194.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;719;;;0.00;173.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;1079;;;0.00;181.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;1439;;;0.00;159.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;1799;;;0.00;170.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;2159;;;0.00;161.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;2519;;;0.00;168.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;2879;;;0.00;187.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;3239;;;0.00;161.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;3599;;;0.00;153.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;3959;;;0.00;101.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;4319;;;0.00;119.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;4679;;;0.00;111.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;5039;;;0.00;106.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;5399;;;0.00;111.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;5759;;;0.00;119.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;6119;;;0.00;121.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;6479;;;0.00;110.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;6839;;;0.00;109.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;7199;;;0.00;95.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;7559;;;0.00;74.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;7919;;;0.00;74.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;8279;;;0.00;78.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;8639;;;0.00;80.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;8999;;;0.00;77.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;9359;;;0.00;70.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;9719;;;0.00;57.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;10079;;;0.00;73.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;10439;;;0.00;74.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;10799;;;0.00;76.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;11159;;;0.00;59.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;11519;;;0.00;56.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;11879;;;0.00;52.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;12239;;;0.00;55.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;12599;;;0.00;51.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;12959;;;0.00;51.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;13319;;;0.00;44.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;13679;;;0.00;44.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;14039;;;0.00;40.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;14399;;;0.00;50.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;14759;;;0.00;49.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;15119;;;0.00;38.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;15479;;;0.00;45.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;15839;;;0.00;23.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;16199;;;0.00;46.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;16559;;;0.00;46.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;16919;;;0.00;60.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;17279;;;0.00;60.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;17639;;;0.00;40.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;17999;;;0.00;76.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;18359;;;1.00;96.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;18719;;;1.00;86.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;19079;;;1.00;63.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;19439;;;1.00;108.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;19799;;;1.00;96.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;20159;;;1.00;74.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;20519;;;1.00;132.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;20879;;;1.00;111.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;21239;;;1.00;137.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;21599;;;1.00;108.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;21959;;;2.00;236.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;22319;;;2.00;205.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;22679;;;2.00;237.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;23039;;;2.00;226.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;23399;;;2.00;243.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;23759;;;2.00;238.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;24119;;;2.00;248.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;24479;;;2.00;255.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;24839;;;2.00;253.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;25199;;;2.00;271.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;25559;;;4.00;244.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;25919;;;4.00;266.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;26279;;;5.00;300.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;26639;;;5.00;301.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;26999;;;5.00;296.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;27359;;;4.00;264.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;27719;;;6.00;349.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;28079;;;6.00;355.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;28439;;;6.00;370.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;28799;;;5.00;323.00;[];[];[]
2018-09-09;Poste 13 Sens 1*;29159;;;6.00;407.00;[];[];[]
